,Layername,Year,Area [ha],Percentage_of_Switerland
849,NationalparkGraubuenden_nationalpark,2014,17032.957753420455,0.4125701284587733
850,IANB_amphibLaichgebietUndWanderobjekteUnion,2014,13886.296828010887,0.3363521091924643
851,Auengebiete_Auengebiete,2014,22639.25086446783,0.5483650445553551
852,Flachmoore_flachmoor,2014,19218.080749146207,0.4654978987318931
853,Hochmoore_hochmoor,2014,1523.85533360599,0.036910629371587504
854,Trockenwiesenweiden_trockenwiesenweiden,2014,21557.529897731085,0.5221637373799464
855,WasserZugvoegel_wasserzugvogel,2014,22164.173104878704,0.5368577717059151
856,Jagdbanngebiete_jagdbann,2014,150890.0556661168,3.6548396673396337
857,BLN_landschaftnaturdenkmal,2014,780708.7335157138,18.910227286319824
858,Moorlandschaften_moorlandschaft,2014,87404.94562114123,2.117111435658017
859,Smaragd_smaragd,2014,0.0,0.0
860,Ramsar_ramsar,2014,14705.138369993565,0.35618598449784583
861,Biosphaerenreservate_biosphaerenreservat,2014,75528.32473041792,1.8294374404848717
862,Unesco_unescoWorldNaturalHeritage,2014,0.0,0.0
863,RegionalePaerke_ParkPerimeter,2014,461615.8452207137,11.181200078011717
864,Paerke_ParkKernzone,2015,0.0,0.0
865,NationalparkGraubuenden_nationalpark,2015,17032.957753420455,0.4125701284587733
866,IANB_amphibLaichgebietUndWanderobjekteUnion,2015,13886.296828010887,0.3363521091924643
867,Auengebiete_Auengebiete,2015,22639.25086446783,0.5483650445553551
868,Flachmoore_flachmoor,2015,19218.080749146207,0.4654978987318931
869,Hochmoore_hochmoor,2015,1523.85533360599,0.036910629371587504
870,Trockenwiesenweiden_trockenwiesenweiden,2015,21557.529897731085,0.5221637373799464
871,WasserZugvoegel_wasserzugvogel,2015,22769.99779567708,0.5515319800333555
872,Jagdbanngebiete_jagdbann,2015,150890.0556661168,3.6548396673396337
873,BLN_landschaftnaturdenkmal,2015,780708.7335157138,18.910227286319824
874,Moorlandschaften_moorlandschaft,2015,87425.9706794883,2.117620701937466
875,Smaragd_smaragd,2015,0.0,0.0
876,Ramsar_ramsar,2015,14705.138369993565,0.35618598449784583
877,Biosphaerenreservate_biosphaerenreservat,2015,75528.32473041792,1.8294374404848717
878,Unesco_unescoWorldNaturalHeritage,2015,0.0,0.0
879,RegionalePaerke_ParkPerimeter,2015,465606.4953078598,11.27786109501901
880,Paerke_ParkKernzone,2016,441.7803877244779,0.010700748158519508
881,NationalparkGraubuenden_nationalpark,2016,17032.957753420455,0.4125701284587733
882,IANB_amphibLaichgebietUndWanderobjekteUnion,2016,13886.296828010887,0.3363521091924643
883,Auengebiete_Auengebiete,2016,22639.25086446783,0.5483650445553551
884,Flachmoore_flachmoor,2016,19218.080749146207,0.4654978987318931
885,Hochmoore_hochmoor,2016,1523.85533360599,0.036910629371587504
886,Trockenwiesenweiden_trockenwiesenweiden,2016,21557.529897731085,0.5221637373799464
887,WasserZugvoegel_wasserzugvogel,2016,22769.99779567708,0.5515319800333555
888,Jagdbanngebiete_jagdbann,2016,150890.0556661168,3.6548396673396337
889,BLN_landschaftnaturdenkmal,2016,780708.7335157138,18.910227286319824
890,Moorlandschaften_moorlandschaft,2016,87425.9706794883,2.117620701937466
891,Smaragd_smaragd,2016,0.0,0.0
892,Ramsar_ramsar,2016,14705.138369993565,0.35618598449784583
893,Biosphaerenreservate_biosphaerenreservat,2016,75528.32473041792,1.8294374404848717
894,Unesco_unescoWorldNaturalHeritage,2016,0.0,0.0
895,RegionalePaerke_ParkPerimeter,2016,465606.4953091384,11.27786109504998
896,Paerke_ParkKernzone,2017,441.7803877244779,0.010700748158519508
897,NationalparkGraubuenden_nationalpark,2017,17032.957753420455,0.4125701284587733
898,IANB_amphibLaichgebietUndWanderobjekteUnion,2017,21682.33099544598,0.5251866536380279
899,Auengebiete_Auengebiete,2017,27847.70745109003,0.6745236151408509
900,Flachmoore_flachmoor,2017,21419.72006600676,0.5188257252272438
901,Hochmoore_hochmoor,2017,1567.6281541054059,0.03797088904215589
902,Trockenwiesenweiden_trockenwiesenweiden,2017,25294.984998717522,0.6126918977526347
903,WasserZugvoegel_wasserzugvogel,2017,22769.99779567708,0.5515319800333555
904,Jagdbanngebiete_jagdbann,2017,150890.0556661168,3.6548396673396337
905,BLN_landschaftnaturdenkmal,2017,783751.5227378609,18.983929338448853
906,Moorlandschaften_moorlandschaft,2017,87499.17216575117,2.1193937789936093
907,Smaragd_smaragd,2017,0.0,0.0
908,Ramsar_ramsar,2017,14705.138369993565,0.35618598449784583
909,Biosphaerenreservate_biosphaerenreservat,2017,84334.06428632174,2.0427289399617714
910,Unesco_unescoWorldNaturalHeritage,2017,0.0,0.0
911,RegionalePaerke_ParkPerimeter,2017,465606.4953091384,11.27786109504998
912,Paerke_ParkKernzone,2018,441.7803877244779,0.010700748158519508
913,NationalparkGraubuenden_nationalpark,2018,17032.957753420455,0.4125701284587733
914,IANB_amphibLaichgebietUndWanderobjekteUnion,2018,21682.33099544598,0.5251866536380279
915,Auengebiete_Auengebiete,2018,27847.70745109003,0.6745236151408509
916,Flachmoore_flachmoor,2018,21419.72006600676,0.5188257252272438
917,Hochmoore_hochmoor,2018,1567.6281541054059,0.03797088904215589
918,Trockenwiesenweiden_trockenwiesenweiden,2018,25294.984998717522,0.6126918977526347
919,WasserZugvoegel_wasserzugvogel,2018,22769.99779567708,0.5515319800333555
920,Jagdbanngebiete_jagdbann,2018,150890.0556661168,3.6548396673396337
921,BLN_landschaftnaturdenkmal,2018,783751.5227378609,18.983929338448853
922,Moorlandschaften_moorlandschaft,2018,87499.17216575117,2.1193937789936093
923,Smaragd_smaragd,2018,0.0,0.0
924,Ramsar_ramsar,2018,14705.138369993565,0.35618598449784583
925,Biosphaerenreservate_biosphaerenreservat,2018,84334.06428632174,2.0427289399617714
926,Unesco_unescoWorldNaturalHeritage,2018,0.0,0.0
927,RegionalePaerke_ParkPerimeter,2018,486509.9361095228,11.78418156980799
928,Paerke_ParkKernzone,2019,441.7803877244779,0.010700748158519508
929,NationalparkGraubuenden_nationalpark,2019,17032.957753420455,0.4125701284587733
930,IANB_amphibLaichgebietUndWanderobjekteUnion,2019,21682.33099544598,0.5251866536380279
931,Auengebiete_Auengebiete,2019,27847.70745109003,0.6745236151408509
932,Flachmoore_flachmoor,2019,21419.72006600676,0.5188257252272438
933,Hochmoore_hochmoor,2019,1567.6281541054059,0.03797088904215589
934,Trockenwiesenweiden_trockenwiesenweiden,2019,25294.984998717522,0.6126918977526347
935,WasserZugvoegel_wasserzugvogel,2019,22769.99779567708,0.5515319800333555
936,Jagdbanngebiete_jagdbann,2019,150890.0556661168,3.6548396673396337
937,BLN_landschaftnaturdenkmal,2019,783751.5227378609,18.983929338448853
938,Moorlandschaften_moorlandschaft,2019,87499.17216575117,2.1193937789936093
939,Smaragd_smaragd,2019,0.0,0.0
940,Ramsar_ramsar,2019,14705.138369993565,0.35618598449784583
941,Biosphaerenreservate_biosphaerenreservat,2019,84334.06428632174,2.0427289399617714
942,Unesco_unescoWorldNaturalHeritage,2019,0.0,0.0
943,RegionalePaerke_ParkPerimeter,2019,486509.9361095228,11.78418156980799
944,Paerke_ParkKernzone,2020,441.7803877244779,0.010700748158519508
945,NationalparkGraubuenden_nationalpark,2020,17032.957753420455,0.4125701284587733
946,IANB_amphibLaichgebietUndWanderobjekteUnion,2020,21682.33099544598,0.5251866536380279
947,Auengebiete_Auengebiete,2020,27847.70745109003,0.6745236151408509
948,Flachmoore_flachmoor,2020,21419.72006600676,0.5188257252272438
949,Hochmoore_hochmoor,2020,1567.6281541054059,0.03797088904215589
950,Trockenwiesenweiden_trockenwiesenweiden,2020,25294.984998717522,0.6126918977526347
951,WasserZugvoegel_wasserzugvogel,2020,22769.99779567708,0.5515319800333555
952,Jagdbanngebiete_jagdbann,2020,150890.0556661168,3.6548396673396337
953,BLN_landschaftnaturdenkmal,2020,783751.5227378609,18.983929338448853
954,Moorlandschaften_moorlandschaft,2020,87499.17216575117,2.1193937789936093
955,Smaragd_smaragd,2020,0.0,0.0
956,Ramsar_ramsar,2020,14705.138369993565,0.35618598449784583
957,Biosphaerenreservate_biosphaerenreservat,2020,84334.06428632174,2.0427289399617714
958,Unesco_unescoWorldNaturalHeritage,2020,0.0,0.0
959,RegionalePaerke_ParkPerimeter,2020,497213.6905251909,12.043446542937893
960,Paerke_ParkKernzone,2021,885.7761220028784,0.021455156158480766
961,NationalparkGraubuenden_nationalpark,2021,17032.957753420455,0.4125701284587733
962,IANB_amphibLaichgebietUndWanderobjekteUnion,2021,21682.33099544598,0.5251866536380279
963,Auengebiete_Auengebiete,2021,27847.70745109003,0.6745236151408509
964,Flachmoore_flachmoor,2021,22501.543659553685,0.5450295182161484
965,Hochmoore_hochmoor,2021,1567.6281541054059,0.03797088904215589
966,Trockenwiesenweiden_trockenwiesenweiden,2021,28281.181573239053,0.6850231699948904
967,WasserZugvoegel_wasserzugvogel,2021,22769.99779567708,0.5515319800333555
968,Jagdbanngebiete_jagdbann,2021,150890.0556661168,3.6548396673396337
969,BLN_landschaftnaturdenkmal,2021,783751.5227378609,18.983929338448853
970,Moorlandschaften_moorlandschaft,2021,87499.17216575117,2.1193937789936093
971,Smaragd_smaragd,2021,0.0,0.0
972,Ramsar_ramsar,2021,14705.138369993565,0.35618598449784583
973,Biosphaerenreservate_biosphaerenreservat,2021,84334.06428632174,2.0427289399617714
974,Unesco_unescoWorldNaturalHeritage,2021,0.0,0.0
975,RegionalePaerke_ParkPerimeter,2021,498151.3700335948,12.066158896296349
